,Unnamed: 0,Title,Artist(s),Track_ID,Genre
1087,88,Wait for Me,Hall & Oates,93597616,Pop
1088,89,Jojo,Boz Scaggs,30114063,Rock
1089,90,September Morn,Neil Diamond,90642908,Pop
1090,91,Give Me the Night,George Benson,152421086,Jazz
1091,92,Broken Hearted Me,Anne Murray,93732048,Pop
1092,93,You Decorated My Life,Kenny Rogers,2282481,Country
1093,94,Tusk,Fleetwood Mac,33365124,Rock
1094,95,I Wanna Be Your Lover,Prince,71410550,R&B/Soul
1095,96,In America,Charlie Daniels Band,150662776,Americana
1096,97,Breakdown Dead Ahead,Boz Scaggs,30114064,Rock
1097,98,Ships,Barry Manilow,91537688,Easy Listening
1098,99,All Night Long,Joe Walsh,89988884,Rock
1099,100,Refugee,Tom Petty and the Heartbreakers,92973616,Arena Rock
1100,1,Bette Davis Eyes,Kim Carnes,35228455,New Wave
1101,2,Endless Love,Diana Ross & Lionel Richie,missing,missing
1102,3,Lady,Kenny Rogers,missing,missing
1103,4,(Just Like) Starting Over,John Lennon,missing,missing
1104,5,Jessie's Girl,Rick Springfield,145271373,Pop
1105,6,Celebration,Kool & the Gang,31024057,R&B/Soul
1106,7,Kiss on My List,Hall & Oates,93597598,Pop
1107,8,I Love a Rainy Night,Eddie Rabbitt,50220353,Country
1108,9,9 To 5,Dolly Parton,37860647,Country
1109,10,Keep on Loving You,REO Speedwagon,30675884,Pop/Rock
1110,11,Theme from The Greatest American Hero (Believe It or Not),Joey Scarbury,missing,missing
1111,12,Morning Train (Nine to Five),Sheena Easton,97938250,Pop
1112,13,Being with You,Smokey Robinson,missing,missing
1113,14,Queen of Hearts,Juice Newton,109591083,Country
1114,15,Rapture,Blondie,89219224,Rock
1115,16,A Woman Needs Love (Just Like You Do),Raydio,missing,missing
1116,17,The Tide Is High,Blondie,89219226,Pop
1117,18,Just the Two of Us,"Grover Washington, Jr. & Bill Withers",35192754,Jazz
1118,19,Slow Hand,The Pointer Sisters,92569954,Pop
1119,20,I Love You,Climax Blues Band,99958501,Rock
1120,21,Woman,John Lennon,86198152,Rock
1121,22,Sukiyaki,A Taste of Honey,missing,missing
1122,23,The Winner Takes It All,ABBA,86797644,Britpop
1123,24,Stars on 45 Medley,Stars on 45,missing,missing
1124,25,Angel of the Morning,Juice Newton,109591080,Country
1125,26,Love on the Rocks,Neil Diamond,90642919,Pop
1126,27,Every Woman in the World,Air Supply,32803475,Contemporary Country
1127,28,The One That You Love,Air Supply,missing,missing
1128,29,Guilty,Barbra Streisand & Barry Gibb,missing,missing
1129,30,The Best of Times,Styx,91365764,Rock
1130,31,Elvira,The Oak Ridge Boys,missing,missing
1131,32,Take It on the Run,REO Speedwagon,205343258,Pop/Rock
1132,33,(There's) No Gettin' Over Me,Ronnie Milsap,132803792,Country
1133,34,Living Inside Myself,Gino Vannelli,2771633,Pop
1134,35,Woman in Love,Barbra Streisand,30915536,Vocal
1135,36,The Boy from New York City,The Manhattan Transfer,missing,missing
1136,37,Urgent,Foreigner,missing,missing
1137,38,Passion,Rod Stewart,87845522,Rock
1138,39,Lady (You Bring Me Up),Commodores,missing,missing
1139,40,Crying,Don McLean,91961787,Pop
1140,41,Hearts,Marty Balin,36983013,Pop
1141,42,It's My Turn,Diana Ross,91321403,R&B/Soul
1142,43,You Make My Dreams,Hall & Oates,93597590,Pop/Rock
1143,44,I Don't Need You,Kenny Rogers,152359955,Pop
1144,45,How 'Bout Us,Champaign,87120252,Pop
1145,46,Hit Me with Your Best Shot,Pat Benatar,83253130,Rock
1146,47,The Breakup Song (They Don't Write 'Em),The Greg Kihn Band,missing,missing
1147,48,Time,The Alan Parsons Project,31507343,Soundtrack
1148,49,Hungry Heart,Bruce Springsteen,691103,Rock
1149,50,Sweetheart,Franke and the Knockouts,missing,missing
1150,51,Somebody's Knockin',Terri Gibbs,107233264,Country
1151,52,More Than I Can Say,Leo Sayer,94939032,Pop
1152,53,Together,Tierra,36372175,Pop
1153,54,Too Much Time on My Hands,Styx,missing,missing
1154,55,What Are We Doin' in Love,Dottie West & Kenny Rogers,missing,missing
1155,56,Who's Crying Now,Journey,87118607,Pop
1156,57,"De Do Do Do, De Da Da Da",The Police,missing,missing
1157,58,This Little Girl,Gary U.S. Bonds,missing,missing
1158,59,Stop Draggin' My Heart Around,Stevie Nicks & Tom Petty,182391950,Rock
1159,60,Giving It Up for Your Love,Delbert McClinton,98667939,Blues
1160,61,A Little in Love,Cliff Richard,35321265,Rock
1161,62,America,Neil Diamond,missing,missing
1162,63,Ain't Even Done with the Night,John Cougar,92960646,Rock
1163,64,Arthur's Theme (Best That You Can Do),Christopher Cross,missing,missing
1164,65,Another One Bites the Dust,Queen,201766150,Pop/Rock
1165,66,Games People Play,The Alan Parsons Project,91533590,Rock
1166,67,I Can't Stand It,Eric Clapton,87129218,Rock
1167,68,While You See a Chance,Steve Winwood,35801802,Rock
1168,69,Master Blaster (Jammin'),Stevie Wonder,163425650,R&B/Soul
1169,70,Hello Again,Neil Diamond,90642925,Pop
1170,71,Don't Stand So Close to Me,The Police,17647453,Rock
1171,72,Hey Nineteen,Steely Dan,15407808,Rock
1172,73,I Ain't Gonna Stand for It,Stevie Wonder,30413178,R&B/Soul
1173,74,All Those Years Ago,George Harrison,missing,missing
1174,75,Step By Step,Eddie Rabbitt,100182782,Country
1175,76,The Stroke,Billy Squier,185626892,Music
1176,77,Feels So Right,Alabama,93679399,Country
1177,78,Sweet Baby,Stanley Clarke & George Duke,missing,missing
1178,79,Same Old Lang Syne,Dan Fogelberg,35006466,Pop
1179,80,Cool Love,Pablo Cruise,67891442,Pop
1180,81,Hold On Tight,Electric Light Orchestra,13812793,Pop
1181,82,It's Now or Never,John Schneider,missing,missing
1182,83,Treat Me Right,Pat Benatar,164706832,Rock
1183,84,Winning,Santana,30824450,Rock
1184,85,What Kind of Fool,Barbra Streisand & Barry Gibb,missing,missing
1185,86,Watching the Wheels,John Lennon,77232612,Rock
1186,87,Tell It Like It Is,Heart,89580452,Rock
1187,88,Smoky Mountain Rain,Ronnie Milsap,99947548,Country
1188,89,I Made It Through the Rain,Barry Manilow,131864409,Pop
1189,90,You've Lost That Lovin' Feelin',Hall & Oates,missing,missing
1190,91,Suddenly,Olivia Newton-John & Cliff Richard,missing,missing
1191,92,For Your Eyes Only,Sheena Easton,missing,missing
1192,93,The Beach Boys Medley,The Beach Boys,43746520,Pop
1193,94,Whip It,Devo,17807085,Electronic
1194,95,Modern Girl,Sheena Easton,97938255,Pop
1195,96,Really Wanna Know You,Gary Wright,missing,missing
1196,97,Seven Year Ache,Rosanne Cash,missing,missing
1197,98,I'm Coming Out,Diana Ross,91321415,Disco
1198,99,Miss Sun,Boz Scaggs,782548,Rock
1199,100,Time Is Time,Andy Gibb,92123499,Pop
1200,1,Physical,Olivia Newton-John,missing,missing
1201,2,Eye of the Tiger,Survivor,88400840,Rock
1202,3,I Love Rock 'n Roll,Joan Jett & The Blackhearts,182326654,Rock
1203,4,Ebony and Ivory,Paul McCartney and Stevie Wonder,missing,missing
1204,5,Centerfold,The J. Geils Band,31214566,New Wave
1205,6,Don't You Want Me,The Human League,missing,missing
1206,7,Jack & Diane,John Cougar,31203123,Rock & Roll
1207,8,Hurts So Good,John Cougar,31203119,Pop/Rock
1208,9,Abracadabra,Steve Miller Band,missing,missing
1209,10,Hard to Say I'm Sorry,Chicago,88780763,Rock
1210,11,Tainted Love,Soft Cell,92588073,Soul
1211,12,Chariots of Fire,Vangelis,33031741,Electronic
1212,13,Harden My Heart,Quarterflash,31968633,Rock
1213,14,Rosanna,Toto,88429633,Rock
1214,15,I Can't Go for That (No Can Do),Hall & Oates,93597474,Pop
1215,16,867-5309/Jenny,Tommy Tutone,missing,missing
1216,17,Key Largo,Bertie Higgins,103152619,Pop
1217,18,You Should Hear How She Talks About You,Melissa Manchester,34938479,Pop
1218,19,Waiting for a Girl Like You,Foreigner,147841845,Rock
1219,20,Don't Talk to Strangers,Rick Springfield,145271385,Pop
1220,21,The Sweetest Thing (I've Ever Known),Juice Newton,109591089,Country
1221,22,Always on My Mind,Willie Nelson,missing,missing
1222,23,Shake It Up,The Cars,126165752,Rock
1223,24,Let It Whip,Dazz Band,55905329,R&B/Soul
1224,25,We Got the Beat,The Go-Go's,54769337,Pop
1225,26,The Other Woman,Ray Parker Jr.,15580252,R&B/Soul
1226,27,Turn Your Love Around,George Benson,91945949,Jazz
1227,28,Sweet Dreams,Air Supply,missing,missing
1228,29,Only the Lonely,The Motels,missing,missing
1229,30,Who Can It Be Now?,Men at Work,30553098,New Wave
1230,31,Hold Me,Fleetwood Mac,18049627,Pop
1231,32,Eye in the Sky,The Alan Parsons Project,126252205,Pop/Rock
1232,33,Let's Groove,"Earth, Wind & Fire",30915554,Disco
1233,34,Open Arms,Journey,87118614,Pop
1234,35,Leader of the Band,Dan Fogelberg,40525042,Pop
1235,36,Leather and Lace,Stevie Nicks and Don Henley,182391948,Blues
1236,37,Even the Nights Are Better,Air Supply,32803471,Pop/Rock
1237,38,I've Never Been to Me,Charlene,195192196,Pop
1238,39,'65 Love Affair,Paul Davis,72148305,Pop
1239,40,Heat of the Moment,Asia,8055774,Rock
1240,41,Take It Easy on Me,Little River Band,40662732,Rock
1241,42,Pac-Man Fever,Buckner & Garcia,1425221,Pop
1242,43,That Girl,Stevie Wonder,87291531,R&B/Soul
1243,44,Private Eyes,Hall & Oates,missing,missing
1244,45,Trouble,Lindsey Buckingham,30616365,Rock
1245,46,Making Love,Roberta Flack,35517993,R&B/Soul
1246,47,Love's Been a Little Bit Hard on Me,Juice Newton,109639621,Country
1247,48,Young Turks,Rod Stewart,87845465,Rock
1248,49,Freeze-Frame,The J. Geils Band,31214544,Rock
1249,50,Keep the Fire Burnin',REO Speedwagon,1024009,Pop
1250,51,Do You Believe in Love,Huey Lewis and the News,92122230,Pop
1251,52,Cool Night,Paul Davis,72148301,Rock
1252,53,Caught Up In You,.38 Special,96106567,Hard Rock
1253,54,Why Do Fools Fall In Love?,Diana Ross,37929479,Soul
1254,55,Love in the First Degree,Alabama,93679400,Country
1255,56,Hooked On Classics,Royal Philharmonic Orchestra,missing,missing
1256,57,Wasted on the Way,"Crosby, Stills & Nash",17880703,Rock
1257,58,Think I'm in Love,Eddie Money,36084940,Rock
1258,59,Love Is in Control (Finger on the Trigger),Donna Summer,43486286,Dance
1259,60,Personally,Karla Bonoff,38346504,Pop
1260,61,One Hundred Ways,Quincy Jones featuring James Ingram,94779353,Jazz
1261,62,Blue Eyes,Elton John,13839650,Rock
1262,63,Our Lips Are Sealed,The Go-Go's,54769332,Pop
1263,64,You Could Have Been with Me,Sheena Easton,97938256,Pop
1264,65,You Can Do Magic,America,90306808,Rock
1265,66,Did It in a Minute,Hall & Oates,40407697,Pop
1266,67,I Ran (So Far Away),A Flock of Seagulls,33228163,Electronic
1267,68,Somebody's Baby,Jackson Browne,37974062,Rock
1268,69,Oh No,Commodores,missing,missing
1269,70,Take It Away,Paul McCartney,86387248,Rock
1270,71,It's Gonna Take a Miracle,Deniece Williams,33236944,Pop
1271,72,Love Will Turn You Around,Kenny Rogers,89604038,Country
1272,73,Don't Stop Believin',Journey,87118605,Rock
1273,74,Comin' In and Out of Your Life,Barbra Streisand,42781429,Vocal
1274,75,Gloria,Laura Branigan,150231830,Rock
1275,76,Empty Garden (Hey Hey Johnny),Elton John,1593474,Rock
1276,77,Yesterday's Songs,Neil Diamond,4988763,Pop
1277,78,Crimson and Clover,Joan Jett & The Blackhearts,missing,missing
1278,79,Every Little Thing She Does Is Magic,The Police,14593037,Rock
1279,80,Here I Am,Air Supply,missing,missing
1280,81,I Keep Forgettin' (Every Time You're Near),Michael McDonald,missing,missing
1281,82,Get Down on It,Kool & the Gang,156487494,Disco
1282,83,Any Day Now,Ronnie Milsap,99947533,Country
1283,84,Make a Move on Me,Olivia Newton-John,31524127,Pop
1284,85,Take My Heart (You Can Have It If You Want It),Kool & the Gang,156487492,R&B/Soul
1285,86,Mirror Mirror,Diana Ross,37929481,Pop
1286,87,Vacation,The Go-Go's,110155599,Pop
1287,88,"Oh, Pretty Woman",Van Halen,87647273,Rock
1288,89,Should I Do It,The Pointer Sisters,92569959,Pop
1289,90,Hot in the City,Billy Idol,missing,missing
1290,91,Kids in America,Kim Wilde,94351739,New Wave
1291,92,Man on Your Mind,Little River Band,100225213,Pop
1292,93,What's Forever For,Michael Murphey,101417125,Country
1293,94,Waiting on a Friend,The Rolling Stones,166991734,Rock
1294,95,Do I Do,Stevie Wonder,164504308,Music
1295,96,Working for the Weekend,Loverboy,855350,Pop
1296,97,Goin' Down,Greg Guidry,missing,missing
1297,98,Arthur's Theme (Best That You Can Do),Christopher Cross,missing,missing
1298,99,Through the Years,Kenny Rogers,35420782,Country
1299,100,Edge of Seventeen,Stevie Nicks,180639228,Rock
1300,1,Every Breath You Take,The Police,37130115,Rock
1301,2,Billie Jean,Michael Jackson,84684085,Pop
1302,3,Flashdance... What a Feeling,Irene Cara,91257068,Pop
1303,4,Down Under,Men at Work,30553100,New Wave
1304,5,Beat It,Michael Jackson,33660625,Music
1305,6,Total Eclipse of the Heart,Bonnie Tyler,194276840,Pop
1306,7,Maneater,Hall & Oates,162908147,New Wave
1307,8,"Baby, Come to Me",Patti Austin and James Ingram,missing,missing
1308,9,Maniac,Michael Sembello,41602796,Pop
1309,10,Sweet Dreams (Are Made of This),Eurythmics,missing,missing
1310,11,Do You Really Want to Hurt Me,Culture Club,90669355,New Wave
1311,12,You and I,Eddie Rabbitt and Crystal Gayle,missing,missing
1312,13,Come On Eileen,Dexys Midnight Runners,missing,missing
1313,14,Shame on the Moon,Bob Seger & The Silver Bullet Band,missing,missing
1314,15,She Works Hard for the Money,Donna Summer,missing,missing
1315,16,Never Gonna Let You Go,Sérgio Mendes,94351036,Brazilian
1316,17,Hungry Like the Wolf,Duran Duran,45301793,Electronic
1317,18,Let's Dance,David Bowie,missing,missing
1318,19,Twilight Zone,Golden Earring,30323000,Rock
1319,20,I Know There's Something Going On,Frida,151796239,Pop
1320,21,Jeopardy,The Greg Kihn Band,72596775,Rock
1321,22,Electric Avenue,Eddy Grant,35320243,Reggae
1322,23,She Blinded Me with Science,Thomas Dolby,58417346,Rock
1323,24,Africa,Toto,88429644,Fusion
1324,25,Little Red Corvette,Prince,16609285,R&B/Soul
1325,26,Back on the Chain Gang,The Pretenders,missing,missing
1326,27,Up Where We Belong,Joe Cocker and Jennifer Warnes,43571793,Rock
1327,28,Mr. Roboto,Styx,91365716,Pop/Rock
1328,29,You Are,Lionel Richie,missing,missing
1329,30,Der Kommissar,After the Fire,missing,missing
1330,31,Puttin' on the Ritz,Taco,31295796,Pop
1331,32,Sexual Healing,Marvin Gaye,49005122,R&B/Soul
1332,33,(Keep Feeling) Fascination,The Human League,33864202,Pop
1333,34,Time (Clock of the Heart),Culture Club,38154117,Pop
1334,35,The Safety Dance,Men Without Hats,95431393,Electronic
1335,36,Mickey,Toni Basil,99939709,Pop
1336,37,You Can't Hurry Love,Phil Collins,105564271,Pop
1337,38,Separate Ways (Worlds Apart),Journey,14281040,Pop/Rock
1338,39,One on One,Hall & Oates,93597547,Pop
1339,40,We've Got Tonight,Kenny Rogers and Sheena Easton,89604142,Country
1340,41,1999,Prince,16609284,Electronic
1341,42,Stray Cat Strut,Stray Cats,49870102,Rock
1342,43,Allentown,Billy Joel,missing,missing
1343,44,Stand Back,Stevie Nicks,44101531,Pop
1344,45,Tell Her About It,Billy Joel,717189,Pop
1345,46,Always Something There to Remind Me,Naked Eyes,14703311,Rock
1346,47,Truly,Lionel Richie,83222678,R&B/Soul
1347,48,Dirty Laundry,Don Henley,1156388,Rock
1348,49,The Girl Is Mine,Michael Jackson and Paul McCartney,missing,missing
1349,50,Too Shy,Kajagoogoo,97877319,Pop
1350,51,Goody Two-Shoes,Adam Ant,95615322,Pop
1351,52,Rock the Casbah,The Clash,30464274,Pop
1352,53,Our House,Madness,127720145,New Wave
1353,54,Overkill,Men at Work,165015795,Rock
1354,55,Is There Something I Should Know?,Duran Duran,88825473,Rock
1355,56,Gloria,Laura Branigan,150231830,Rock
1356,57,Affair of the Heart,Rick Springfield,145271391,Pop
1357,58,She's a Beauty,The Tubes,100149352,Pop/Rock
1358,59,Solitaire,Laura Branigan,15271148,Pop/Rock
1359,60,Don't Let It End,Styx,77472684,Rock
1360,61,How Am I Supposed to Live Without You,Laura Branigan,1563859,Pop
1361,62,China Girl,David Bowie,146353421,Pop
1362,63,Come Dancing,The Kinks,18679090,Rock
1363,64,"Promises, Promises",Naked Eyes,44981620,Rock
1364,65,The Other Guy,Little River Band,100225260,Pop
1365,66,Making Love Out of Nothing at All,Air Supply,32803479,Pop/Rock
1366,67,Family Man,Hall & Oates,162908152,Pop
1367,68,Wanna Be Startin' Somethin',Michael Jackson,missing,missing
1368,69,I Won't Hold You Back,Toto,missing,missing
1369,70,All Right,Christopher Cross,18073080,Pop
1370,71,Straight from the Heart,Bryan Adams,86089616,Rock
1371,72,Heart to Heart,Kenny Loggins,90295070,Pop
1372,73,My Love,Lionel Richie,83222676,R&B/Soul
1373,74,I'm Still Standing,Elton John,187799254,Rock & Roll
1374,75,Hot Girls in Love,Loverboy,91077210,Pop
1375,76,It's a Mistake,Men at Work,90315466,Pop
1376,77,I'll Tumble 4 Ya,Culture Club,38154128,Pop
1377,78,All This Love,DeBarge,1170051,R&B/Soul
1378,79,Your Love Is Driving Me Crazy,Sammy Hagar,1004966,Rock
1379,80,Heartbreaker,Dionne Warwick,14686398,Pop
1380,81,Faithfully,Journey,14281044,Pop/Rock
1381,82,Steppin' Out,Joe Jackson,30091772,Pop
1382,83,Take Me to Heart,Quarterflash,3441931,Rock
1383,84,(She's) Sexy + 17,Stray Cats,52170339,Rock
1384,85,Try Again,Champaign,17165453,Pop
1385,86,Dead Giveaway,Shalamar,98771870,R&B/Soul
1386,87,Lawyers in Love,Jackson Browne,30204120,Pop
1387,88,What About Me,Moving Pictures,101145047,Pop
1388,89,Human Nature,Michael Jackson,84684086,Soft Rock
1389,90,Photograph,Def Leppard,30536607,Rock
1390,91,Pass the Dutchie,Musical Youth,197720179,Tribute
1391,92,True,Spandau Ballet,missing,missing
1392,93,Far from Over,Frank Stallone,1739607,Pop
1393,94,I've Got a Rock 'n' Roll Heart,Eric Clapton,87129207,Rock
1394,95,It Might Be You,Stephen Bishop,113415433,Pop
1395,96,"Tonight, I Celebrate My Love",Peabo Bryson and Roberta Flack,missing,missing
1396,97,You Got Lucky,Tom Petty and the Heartbreakers,82764022,Rock
1397,98,Don't Cry,Asia,48676804,Prog-Rock/Art Rock
1398,99,Breaking Us in Two,Joe Jackson,30091777,Pop
1399,100,Fall in Love with Me,"Earth, Wind & Fire",36243080,Pop
1400,1,When Doves Cry,Prince,126161884,Electronic
1401,2,What's Love Got to Do with It,Tina Turner,87846820,Contemporary R&B
1402,3,Say Say Say,Paul McCartney and Michael Jackson,missing,missing
1403,4,Footloose,Kenny Loggins,131131300,New Wave
1404,5,Against All Odds (Take a Look at Me Now),Phil Collins,115306450,Pop
1405,6,Jump,Van Halen,18251352,Rock
1406,7,Hello,Lionel Richie,30845017,Adult Contemporary
1407,8,Owner of a Lonely Heart,Yes,86807654,Dance
1408,9,Ghostbusters,Ray Parker Jr.,missing,missing
1409,10,Karma Chameleon,Culture Club,13818028,New Wave
1410,11,Missing You,John Waite,70638655,Rock
1411,12,All Night Long (All Night),Lionel Richie,84694545,Adult Contemporary
1412,13,Let's Hear It for the Boy,Deniece Williams,17536627,Pop
1413,14,Dancing in the Dark,Bruce Springsteen,83614113,Rock
1414,15,Girls Just Want To Have Fun,Cyndi Lauper,13760930,New Wave
1415,16,The Reflex,Duran Duran,missing,missing
1416,17,Time After Time,Cyndi Lauper,13760902,Pop/Rock
1417,18,Jump (For My Love),The Pointer Sisters,138799329,R&B/Soul
1418,19,Talking in Your Sleep,The Romantics,35187387,New Wave
1419,20,Self Control,Laura Branigan,92948490,Disco
1420,21,Let's Go Crazy,Prince and The Revolution,missing,missing
1421,22,Say It Isn't So,Hall & Oates,126714683,Pop
1422,23,Hold Me Now,Thompson Twins,missing,missing
1423,24,Joanna,Kool & The Gang,156487404,R&B/Soul
1424,25,I Just Called to Say I Love You,Stevie Wonder,163425401,Funk
1425,26,Somebody's Watching Me,Rockwell,missing,missing
1426,27,Break My Stride,Matthew Wilder,18831882,Pop
1427,28,99 Luftballons,Nena,missing,missing
1428,29,I Can Dream About You,Dan Hartman,missing,missing
1429,30,The Glamorous Life,Sheila E.,100530182,R&B/Soul
1430,31,Oh Sherrie,Steve Perry,89392712,Pop
1431,32,Stuck on You,Lionel Richie,30845000,R&B/Soul
1432,33,I Guess That's Why They Call It the Blues,Elton John,30224946,Pop
1433,34,She Bop,Cyndi Lauper,36275497,Pop
1434,35,Borderline,Madonna,missing,missing
1435,36,Sunglasses at Night,Corey Hart,143138823,New Wave
1436,37,Eyes Without a Face,Billy Idol,203571658,Rock
1437,38,Here Comes the Rain Again,Eurythmics,37261669,Pop/Rock
1438,39,Uptown Girl,Billy Joel,717190,Pop/Rock
1439,40,Sister Christian,Night Ranger,13820695,Hair Metal
1440,41,Drive,The Cars,30761933,Pop
1441,42,Twist of Fate,Olivia Newton-John,92123238,Pop
1442,43,Union of the Snake,Duran Duran,34195413,Pop
1443,44,The Heart of Rock & Roll,Huey Lewis and the News,137957934,Pop
1444,45,Hard Habit to Break,Chicago,112695014,Rock
1445,46,The Warrior,Scandal,1233212,Rock
1446,47,If Ever You're in My Arms Again,Peabo Bryson,94237617,R&B/Soul
1447,48,Automatic,The Pointer Sisters,128967852,Pop
1448,49,Let the Music Play,Shannon,34784599,Pop
1449,50,To All the Girls I've Loved Before,Julio Iglesias and Willie Nelson,missing,missing
1450,51,Caribbean Queen,Billy Ocean,15464621,Disco
1451,52,That's All,Genesis,missing,missing
1452,53,Running with the Night,Lionel Richie,30845013,R&B/Soul
1453,54,Sad Songs (Say So Much),Elton John,missing,missing
1454,55,I Want a New Drug,Huey Lewis and the News,missing,missing
1455,56,Islands in the Stream,Kenny Rogers and Dolly Parton,34263844,Country
1456,57,Love Is a Battlefield,Pat Benatar,189564617,Music
1457,58,Infatuation,Rod Stewart,184087211,Rock
1458,59,Almost Paradise,Mike Reno and Ann Wilson,45218125,Rock
1459,60,Legs,ZZ Top,missing,missing
1460,61,State of Shock,The Jacksons,36328223,Music
1461,62,Love Somebody,Rick Springfield,145271395,Pop
1462,63,Miss Me Blind,Culture Club,missing,missing
1463,64,If This Is It,Huey Lewis and the News,missing,missing
1464,65,You Might Think,The Cars,30761938,New Wave
1465,66,Lucky Star,Madonna,85467850,Pop
1466,67,Cover Me,Bruce Springsteen,30883875,Rock
1467,68,Cum on Feel the Noize,Quiet Riot,92128280,Rock
1468,69,Breakdance,Irene Cara,missing,missing
1469,70,Adult Education,Hall & Oates,93597477,Pop
1470,71,They Don't Know,Tracey Ullman,46927770,Pop
1471,72,An Innocent Man,Billy Joel,717186,Adult Contemporary
1472,73,Cruel Summer,Bananarama,139678846,Pop
1473,74,Dance Hall Days,Wang Chung,13809321,Pop
1474,75,Give It Up,KC & the Sunshine Band,missing,missing
1475,76,I'm So Excited,The Pointer Sisters,138750168,Contemporary R&B
1476,77,I Still Can't Get Over Loving You,Ray Parker Jr.,2701146,R&B/Soul
1477,78,Thriller,Michael Jackson,142856478,Contemporary R&B
1478,79,Holiday,Madonna,85467854,Electronic
1479,80,Breakin'... There's No Stopping Us,Ollie & Jerry,missing,missing
1480,81,Nobody Told Me,John Lennon,170618938,Rock
1481,82,Church of the Poison Mind,Culture Club,38154119,Pop
1482,83,Think of Laura,Christopher Cross,32361383,Pop
1483,84,Time Will Reveal,DeBarge,157064454,R&B/Soul
1484,85,Wrapped Around Your Finger,The Police,37130117,Rock
1485,86,Pink Houses,John Cougar Mellencamp,92960621,Rock & Roll
1486,87,Round and Round,Ratt,982153,Hair Metal
1487,88,Head over Heels,The Go-Go's,110155597,Pop
1488,89,The Longest Time,Billy Joel,717187,Pop
1489,90,Tonight,Kool & the Gang,15137136,R&B/Soul
1490,91,Got a Hold on Me,Christine McVie,54304249,Rock
1491,92,Dancing in the Sheets,Shalamar,98771854,R&B/Soul
1492,93,Undercover of the Night,The Rolling Stones,171572224,Rock
1493,94,On the Dark Side,John Cafferty & The Beaver Brown Band,203486663,Music
1494,95,New Moon on Monday,Duran Duran,31236037,Rock
1495,96,Major Tom (Coming Home),Peter Schilling,211903233,Music
1496,97,Magic,The Cars,30761931,Pop
1497,98,When You Close Your Eyes,Night Ranger,116597758,Hard Rock
1498,99,Rock Me Tonite,Billy Squier,94837725,Rock
1499,100,Yah Mo B There,James Ingram and Michael McDonald,34215179,R&B/Soul
1500,1,Careless Whisper,Wham!,19369004,Pop
1501,2,Like a Virgin,Madonna,189604409,Pop
1502,3,Wake Me Up Before You Go-Go,Wham!,31975161,New Wave
1503,4,I Want to Know What Love Is,Foreigner,147841859,Rock
1504,5,I Feel for You,Chaka Khan,13771003,R&B/Soul
1505,6,Out of Touch,Hall & Oates,40793105,Pop
1506,7,Everybody Wants to Rule the World,Tears for Fears,206907340,College Rock
1507,8,Money for Nothing,Dire Straits,17312711,Rock
1508,9,Crazy for You,Madonna,34199443,Pop
1509,10,Take On Me,a-ha,30056973,New Wave
1510,11,Everytime You Go Away,Paul Young,missing,missing
1511,12,Easy Lover,Philip Bailey and Phil Collins,178001626,Pop
1512,13,Can't Fight This Feeling,REO Speedwagon,89838288,Pop
1513,14,We Built This City,Starship,58863252,Pop/Rock
1514,15,The Power of Love,Huey Lewis and the News,missing,missing
1515,16,Don't You (Forget About Me),Simple Minds,90636684,College Rock
1516,17,Cherish,Kool & the Gang,156487399,R&B/Soul
1517,18,St. Elmo's Fire (Man in Motion),John Parr,16322374,Hard Rock
1518,19,The Heat Is On,Glenn Frey,36344492,Pop
1519,20,We Are the World,USA for Africa,14244051,Rock
1520,21,Shout,Tears for Fears,170630614,College Rock
1521,22,Part-Time Lover,Stevie Wonder,19830208,Electronic
1522,23,Saving All My Love For You,Whitney Houston,31192249,Adult Contemporary
1523,24,Heaven,Bryan Adams,86089599,Adult Contemporary
1524,25,Everything She Wants,Wham!,31975162,Contemporary R&B
1525,26,Cool It Now,New Edition,125341345,R&B/Soul
1526,27,Miami Vice Theme,Jan Hammer,missing,missing
1527,28,Loverboy,Billy Ocean,15464625,Pop
1528,29,Lovergirl,Teena Marie,142108093,Pop
1529,30,You Belong to the City,Glenn Frey,149867455,Pop
1530,31,Oh Sheila,Ready for the World,3411877,R&B/Soul
1531,32,Rhythm of the Night,DeBarge,157064452,Contemporary R&B
1532,33,One More Night,Phil Collins,86368036,Pop
1533,34,Sea of Love,The Honeydrippers,missing,missing
1534,35,A View to a Kill,Duran Duran,missing,missing
1535,36,The Wild Boys,Duran Duran,45301797,Pop
1536,37,You're the Inspiration,Chicago,33224050,Rock
1537,38,Neutron Dance,The Pointer Sisters,128967856,Pop
1538,39,We Belong,Pat Benatar,89838260,Pop/Rock
1539,40,Nightshift,Commodores,missing,missing
1540,41,Things Can Only Get Better,Howard Jones,44146814,Electronic
1541,42,All I Need,Jack Wagner,164455729,Pop
1542,43,Freeway of Love,Aretha Franklin,115761686,R&B/Soul
1543,44,Never Surrender,Corey Hart,30485058,Pop
1544,45,Sussudio,Phil Collins,86368028,Pop
1545,46,Strut,Sheena Easton,97938279,Pop
1546,47,You Give Good Love,Whitney Houston,31192238,Pop
1547,48,The Search Is Over,Survivor,960321,Arena Rock
1548,49,Missing You,Diana Ross,30444336,Pop
1549,50,Separate Lives,Phil Collins and Marilyn Martin,missing,missing
1550,51,Raspberry Beret,Prince and The Revolution,missing,missing
1551,52,Suddenly,Billy Ocean,missing,missing
